# BGI DATA EXTRACTION
# REQUEST : latitude =38.30000000/41.80000000  longitude =-84.90000000/-80.50000000  country=102
# source	lat(deg)	long(deg)	alt(m) 	g(mgal)
31020045 39.89910000 -83.06740000 246.0 980072.80
31020548 38.53730000 -83.06740000 307.2 979958.86
31020041 38.53830000 -83.06660000 307.2 979958.88
31020045 39.96440000 -83.06660000 240.2 980082.61
31020757 39.56670000 -83.06500000 217.6 980041.70
31020015 38.83460000 -83.06490000 175.6 980006.22
31020757 39.71670000 -83.06320000 240.1 980049.00
31020045 40.00640000 -83.06280000 256.6 980083.00
31020548 38.43040000 -83.06240000 293.5 979949.06
31020015 41.44310000 -83.06160000 176.3 980204.20
31020045 39.92240000 -83.06130000 231.6 980076.91
31020548 38.62130000 -83.06060000 246.2 979978.39
31020045 39.87860000 -83.06030000 239.0 980069.63
31020045 39.94110000 -83.06030000 233.5 980078.32
31020045 39.98680000 -83.06010000 246.9 980082.25
31020757 39.87820000 -83.06000000 238.9 980070.20
31020015 40.37810000 -83.05990000 287.3 980102.80
31020015 40.51340000 -83.05990000 297.0 980110.82
31020548 38.59230000 -83.05940000 259.0 979974.23
31020566 39.44160000 -83.05890000 239.0 980023.34
31020548 38.40680000 -83.05680000 212.4 979963.31
31020757 39.70000000 -83.05670000 238.0 980045.30
31020041 38.30330000 -83.05660000 211.2 979952.50
31020566 41.39960000 -83.05530000 179.8 980205.10
31020757 39.73170000 -83.05500000 239.8 980049.20
31020015 41.24190000 -83.05490000 214.6 980192.09
31020747 41.08080000 -83.05470000 264.8 980156.72
31020747 41.24230000 -83.05430000 215.1 980192.49
31020045 39.96440000 -83.05340000 227.1 980082.66
31020757 39.83320000 -83.05320000 238.0 980063.30
31020566 39.29130000 -83.05310000 197.2 980016.29
31020045 39.90190000 -83.05290000 233.8 980072.27
31020548 38.56490000 -83.05290000 215.4 979980.14
31020045 39.95710000 -83.05280000 229.2 980079.30
31020566 39.03510000 -83.05260000 170.4 980013.86
31020045 40.03090000 -83.05240000 234.4 980089.42
31020747 41.29950000 -83.05200000 194.1 980195.30
31020757 39.85320000 -83.05170000 229.2 980065.70
31020757 39.28170000 -83.05170000 205.4 980013.70
31020015 38.71510000 -83.05160000 163.1 980001.30
31020015 40.24230000 -83.05160000 282.9 980095.70
31020015 41.28790000 -83.05160000 201.5 980193.30
31020015 41.32990000 -83.05160000 192.6 980198.74
31020045 39.93190000 -83.05160000 233.2 980075.30
31020548 38.46630000 -83.05110000 190.8 979974.07
31020566 39.40340000 -83.05030000 291.4 980006.59
31020747 41.19850000 -83.04920000 240.4 980183.03
31020566 41.47910000 -83.04910000 175.9 980209.49
31020757 39.84320000 -83.04820000 226.4 980063.30
31020045 40.01330000 -83.04810000 254.5 980080.90
31020757 39.70500000 -83.04670000 232.5 980043.40
31020045 39.98730000 -83.04630000 244.8 980079.84
31020552 39.97690000 -83.04540000 221.9 980083.95
31020757 39.82670000 -83.04500000 226.7 980059.90
31020757 39.66320000 -83.04500000 221.5 980040.90
31020757 39.43000000 -83.04500000 223.1 980022.70
31020015 39.16060000 -83.04490000 246.2 980003.52
31020747 41.23030000 -83.04470000 224.6 980192.46
31020552 40.00690000 -83.04440000 247.8 980081.50
31020548 38.68460000 -83.04430000 190.5 979993.85
31020548 38.62540000 -83.04410000 231.0 979982.27
31020566 39.34840000 -83.04340000 206.0 980017.89
31020194 39.99860000 -83.04240000 245.0 980081.40
31020566 39.49240000 -83.04240000 213.1 980033.26
31020747 41.27120000 -83.04230000 209.0 980189.76
31020045 39.90290000 -83.04210000 227.1 980071.42
31020045 39.95740000 -83.04210000 217.0 980080.58
31020548 38.50430000 -83.04210000 211.8 979974.53
31020757 39.69320000 -83.04170000 228.6 980041.30
31020015 40.58190000 -83.04160000 301.0 980114.97
31020548 38.66340000 -83.04110000 327.0 979965.15
31020552 40.02080000 -83.04040000 240.4 980083.86
31020045 39.96310000 -83.03930000 216.7 980082.25
31020552 39.98830000 -83.03910000 236.8 980081.38
31020757 39.93500000 -83.03820000 225.2 980076.10
31020045 40.03280000 -83.03810000 233.2 980086.44
31020045 40.01180000 -83.03680000 227.1 980086.46
31020566 39.53810000 -83.03610000 215.8 980037.20
31020045 39.94380000 -83.03540000 221.0 980077.82
31020747 41.02280000 -83.03520000 285.5 980147.25
31020747 41.24220000 -83.03500000 218.5 980189.46
31020552 40.11630000 -83.03490000 235.5 980094.65
31020747 41.05200000 -83.03480000 274.9 980151.94
31020045 39.91830000 -83.03460000 223.4 980072.90
31020747 41.13900000 -83.03450000 253.2 980166.57
31020548 38.38290000 -83.03430000 335.8 979933.95
31020548 38.34310000 -83.03410000 216.4 979956.35
31020747 41.16930000 -83.03400000 244.7 980174.49
31020015 40.21380000 -83.03330000 288.6 980092.19
31020757 39.81820000 -83.03320000 219.4 980056.70
31020747 41.32580000 -83.03270000 194.1 980195.23
31020045 39.98880000 -83.03180000 227.1 980081.83
31020757 39.82670000 -83.03170000 217.6 980058.70
31020747 41.37120000 -83.03170000 185.3 980200.10
31020747 41.34220000 -83.03170000 190.5 980197.31
31020548 38.48430000 -83.03140000 187.4 979977.31
31020747 41.39350000 -83.03120000 180.4 980201.43
31020566 39.58760000 -83.03090000 220.1 980036.63
31020552 39.99290000 -83.03040000 226.6 980082.71
31020757 39.84000000 -83.03000000 215.4 980061.30
31020757 39.72170000 -83.03000000 224.3 980042.90
31020566 39.21360000 -83.02990000 244.5 980004.06
31020552 39.98780000 -83.02940000 224.6 980082.00
31020552 39.84940000 -83.02860000 221.1 980061.65
31020757 39.85670000 -83.02820000 222.1 980062.80
31020757 39.33820000 -83.02820000 205.4 980015.80
31020552 40.00240000 -83.02790000 227.3 980083.33
31020045 39.87580000 -83.02780000 218.8 980066.84
31020552 39.85690000 -83.02780000 222.3 980062.72
31020552 39.87610000 -83.02780000 219.0 980066.98
31020552 40.00630000 -83.02780000 227.2 980083.72
31020548 38.30080000 -83.02740000 212.7 979953.06
31020757 39.87500000 -83.02670000 218.5 980067.50
31020757 39.77000000 -83.02500000 217.9 980048.50
31020757 39.69320000 -83.02500000 217.3 980044.10
31020757 39.31320000 -83.02500000 193.2 980014.20
31020015 40.01430000 -83.02490000 224.1 980084.40
31020015 40.63010000 -83.02490000 305.1 980115.56
31020045 39.90290000 -83.02490000 214.9 980074.14
31020045 40.03310000 -83.02490000 222.8 980086.89
31020045 39.96880000 -83.02480000 223.1 980076.89
31020552 40.01790000 -83.02410000 225.9 980084.52
31020015 38.94580000 -83.02330000 171.0 980006.45
31020015 39.00930000 -83.02330000 174.7 980007.76
31020757 39.90320000 -83.02320000 214.5 980072.50
31020747 41.30680000 -83.02320000 197.8 980191.89
31020548 38.71530000 -83.02290000 173.7 979998.49
31020045 40.01540000 -83.02260000 223.1 980084.82
31020548 38.44490000 -83.02040000 194.4 979971.80
31020552 39.97410000 -83.01960000 222.9 980078.81
31020552 40.07190000 -83.01910000 249.5 980084.50
31020045 39.95190000 -83.01880000 215.5 980075.01
31020015 40.08910000 -83.01830000 269.1 980082.50
31020015 40.15730000 -83.01830000 291.4 980085.41
31020048 41.12330000 -83.01830000 269.3 980159.10
31020757 39.45670000 -83.01820000 198.7 980028.10
31020045 39.99180000 -83.01740000 226.8 980080.29
31020552 39.99710000 -83.01740000 220.8 980082.29
31020552 39.99440000 -83.01710000 226.0 980080.70
31020015 40.93560000 -83.01660000 298.1 980137.94
31020015 40.97930000 -83.01660000 292.8 980142.15
31020552 39.98710000 -83.01660000 226.4 980079.44
31020548 38.39810000 -83.01640000 228.6 979959.73
31020552 40.00040000 -83.01630000 226.6 980081.53
31020747 41.11020000 -83.01550000 270.9 980157.62
31020747 41.08100000 -83.01530000 289.5 980151.17
31020757 39.70820000 -83.01500000 210.9 980040.90
31020757 39.48320000 -83.01500000 208.4 980029.90
31020747 41.24230000 -83.01500000 226.1 980184.36
31020015 39.06860000 -83.01490000 176.4 980014.56
31020015 40.00000000 -83.01490000 231.6 980080.12
31020015 40.89180000 -83.01490000 294.7 980135.74
31020015 41.02230000 -83.01490000 281.9 980148.30
31020015 41.06630000 -83.01490000 270.1 980152.90
31020015 41.10960000 -83.01490000 270.1 980157.39
31020015 41.15340000 -83.01490000 256.5 980165.52
31020015 41.21240000 -83.01490000 240.8 980179.87
31020552 39.99440000 -83.01380000 230.1 980079.40
31020552 39.99710000 -83.01380000 230.8 980079.58
31020552 39.99960000 -83.01380000 231.0 980080.16
31020015 39.51110000 -83.01330000 213.5 980033.20
31020045 39.93530000 -83.01330000 214.0 980077.02
31020548 38.63140000 -83.01330000 206.0 979987.63
31020548 38.52990000 -83.01260000 213.0 979977.60
31020757 39.64670000 -83.01170000 217.0 980035.80
31020548 38.42410000 -83.01130000 196.2 979969.49
31020552 39.99410000 -83.01110000 230.6 980079.05
31020552 39.98710000 -83.01080000 231.0 980077.84
31020552 40.00210000 -83.01080000 230.1 980080.27
31020552 39.99710000 -83.01040000 224.7 980080.61
31020045 39.91660000 -83.01030000 217.6 980070.96
31020566 39.64680000 -83.01030000 217.0 980035.92
31020045 39.96930000 -83.01010000 223.1 980076.64
31020757 39.41500000 -83.01000000 195.6 980022.60
31020548 38.49480000 -83.00990000 185.3 979979.67
31020548 38.36960000 -83.00960000 199.3 979961.87
31020548 38.59440000 -83.00940000 204.2 979985.09
31020552 40.00990000 -83.00860000 245.6 980077.91
31020552 40.01740000 -83.00780000 248.0 980078.14
31020548 38.66680000 -83.00730000 205.4 979989.70
31020548 38.55810000 -83.00680000 199.6 979983.47
31020757 39.61170000 -83.00670000 206.0 980038.10
31020015 40.69230000 -83.00660000 309.1 980120.50
31020548 38.33030000 -83.00610000 194.7 979959.25
31020747 41.22730000 -83.00570000 235.9 980180.67
31020552 39.97710000 -83.00530000 229.2 980075.54
31020045 40.03530000 -83.00510000 247.5 980080.76
31020747 41.27030000 -83.00500000 217.9 980184.85
31020548 38.69280000 -83.00460000 205.7 979990.69
31020045 40.01390000 -83.00190000 272.8 980070.15
31020015 41.48780000 -83.00160000 176.9 980209.83
31020552 39.99440000 -83.00130000 236.3 980076.65
31020552 39.99710000 -83.00130000 237.1 980076.94
31020552 40.00880000 -83.00130000 253.9 980075.49
31020552 39.99960000 -83.00110000 240.5 980076.67
31020548 38.61880000 -83.00040000 240.4 979980.11
31020552 39.83190000 -83.00030000 202.8 980055.31
31020015 39.83310000 -83.00000000 216.4 980055.04
31020757 39.67820000 -83.00000000 209.7 980038.00
31020552 39.98690000 -82.99790000 235.4 980075.03
31020045 39.95930000 -82.99760000 229.5 980072.67
31020045 39.99160000 -82.99730000 239.6 980074.72
31020747 41.11000000 -82.99700000 275.5 980156.25
31020757 39.55670000 -82.99670000 201.4 980040.70
31020015 39.89180000 -82.99660000 218.2 980065.71
31020747 41.05180000 -82.99650000 284.0 980151.00
31020747 41.02280000 -82.99650000 289.8 980148.09
31020045 39.89210000 -82.99640000 216.7 980065.75
31020747 41.16920000 -82.99620000 251.7 980168.38
31020747 41.08120000 -82.99620000 281.6 980152.95
31020747 41.13920000 -82.99600000 261.8 980162.12
31020045 39.91630000 -82.99580000 222.5 980067.71
31020747 41.19800000 -82.99550000 244.7 980173.93
31020015 38.73430000 -82.99490000 162.9 980002.27
31020015 38.87940000 -82.99490000 169.0 980006.50
31020045 39.94240000 -82.99490000 229.8 980069.97
31020747 41.24170000 -82.99470000 241.4 980178.89
31020045 39.92780000 -82.99440000 228.3 980068.84
31020747 41.34270000 -82.99420000 192.0 980193.52
31020015 40.73910000 -82.99330000 308.6 980123.48
31020548 38.54460000 -82.99290000 211.8 979979.74
31020747 41.38630000 -82.99280000 181.6 980199.24
31020045 39.97040000 -82.99240000 236.2 980071.50
31020015 40.84760000 -82.99160000 303.7 980132.60
31020045 40.03660000 -82.99160000 265.5 980074.42
31020015 38.75990000 -82.98990000 175.9 980000.77
31020015 39.77330000 -82.98990000 214.8 980043.37
31020747 41.30680000 -82.98950000 210.3 980189.09
31020548 38.31230000 -82.98940000 204.2 979955.63
31020552 39.86210000 -82.98940000 217.2 980059.68
31020045 40.01680000 -82.98790000 261.2 980072.68
31020552 39.98790000 -82.98740000 246.7 980072.33
31020548 38.45140000 -82.98710000 213.3 979969.82
31020045 39.90110000 -82.98680000 221.6 980064.93
31020015 39.72330000 -82.98660000 214.0 980039.13
31020552 40.01030000 -82.98610000 258.4 980072.50
31020552 40.01940000 -82.98530000 262.8 980072.77
31020015 38.81090000 -82.98490000 171.3 979995.44
31020045 39.92990000 -82.98460000 228.6 980067.53
31020548 38.59380000 -82.98460000 182.8 979988.59
31020552 39.97540000 -82.98440000 245.8 980069.43
31020045 39.99380000 -82.98390000 253.9 980070.30
31020045 39.94440000 -82.98360000 234.1 980067.93
31020548 38.48710000 -82.98340000 195.3 979977.80
31020548 38.42390000 -82.98280000 228.9 979962.86
31020015 39.33360000 -82.98160000 195.0 980016.86
31020045 39.95890000 -82.98160000 241.1 980067.67
31020548 38.38310000 -82.98080000 194.7 979965.00
31020552 40.12540000 -82.97990000 280.6 980078.20
31020548 38.64380000 -82.97960000 305.7 979968.57
31020045 39.97090000 -82.97880000 245.4 980068.10
31020015 39.12040000 -82.97830000 176.5 980018.83
31020015 39.19410000 -82.97830000 201.9 980012.50
31020015 39.36590000 -82.97830000 193.5 980018.62
31020552 40.07160000 -82.97630000 276.9 980073.86
31020548 38.70080000 -82.97580000 173.7 979997.47
31020747 41.24170000 -82.97550000 241.7 980177.37
31020566 41.25710000 -82.97540000 236.8 980179.48
31020552 39.79630000 -82.97530000 219.3 980045.30
31020747 41.27030000 -82.97530000 226.7 980181.92
31020566 41.30890000 -82.97510000 209.7 980187.69
31020015 40.80930000 -82.97490000 303.9 980130.99
31020548 38.34560000 -82.97410000 184.7 979962.58
31020045 40.01680000 -82.97380000 262.4 980069.91
31020566 41.36880000 -82.97380000 185.6 980197.47
31020566 41.40830000 -82.97290000 177.7 980202.86
31020548 38.37430000 -82.97230000 195.9 979964.07
31020015 40.76830000 -82.97160000 306.6 980129.13
31020548 38.57130000 -82.97110000 178.6 979989.49
31020045 39.99680000 -82.97090000 259.1 980068.07
31020548 38.46890000 -82.97040000 217.9 979971.79
31020548 38.50130000 -82.96980000 181.0 979981.93
31020548 38.40760000 -82.96960000 214.2 979967.61
31020045 39.89010000 -82.96860000 228.3 980058.99
31020045 40.03780000 -82.96840000 271.0 980071.53
31020548 38.53590000 -82.96830000 196.2 979982.68
31020045 39.90510000 -82.96680000 237.7 980059.30
31020045 39.91940000 -82.96540000 231.3 980063.37
31020548 38.68130000 -82.96530000 171.2 979997.00
31020045 39.93480000 -82.96510000 236.8 980064.85
31020015 39.26790000 -82.96490000 188.1 980015.80
31020045 39.97380000 -82.96490000 249.6 980066.14
31020045 39.99980000 -82.96480000 256.0 980064.97
31020045 39.94840000 -82.96330000 238.4 980065.96
31020548 38.61510000 -82.96330000 193.2 979989.27
31020552 40.10830000 -82.96190000 273.3 980075.58
31020552 40.19780000 -82.96110000 256.8 980087.94
31020045 40.01860000 -82.96010000 259.4 980069.21
31020747 41.02280000 -82.95830000 289.2 980149.11
31020045 39.96540000 -82.95810000 237.7 980068.39
31020747 41.05180000 -82.95780000 284.3 980151.86
31020747 41.16880000 -82.95770000 259.9 980165.52
31020747 41.11020000 -82.95750000 282.5 980155.69
31020747 41.11080000 -82.95750000 270.0 980160.48
31020747 41.08100000 -82.95750000 282.2 980153.95
31020747 41.22680000 -82.95670000 243.5 980175.06
31020747 41.24150000 -82.95630000 242.0 980177.08
31020747 41.31850000 -82.95550000 206.9 980188.95
31020747 41.34330000 -82.95520000 195.6 980192.93
31020548 38.72160000 -82.95510000 166.4 979999.15
31020747 41.37850000 -82.95450000 184.4 980198.08
31020045 40.02140000 -82.95440000 249.9 980069.07
31020232 41.51490000 -82.95330000 175.3 980213.35
31020045 39.97610000 -82.95060000 234.4 980069.35
31020548 38.70810000 -82.94930000 169.4 979997.72
31020747 41.19220000 -82.94930000 251.4 980170.23
31020045 39.88980000 -82.94860000 232.3 980055.12
31020045 39.95710000 -82.94840000 232.3 980066.71
31020548 38.44590000 -82.94780000 194.7 979972.78
31020552 40.15610000 -82.94780000 260.8 980081.61
31020045 39.91890000 -82.94740000 234.7 980059.88
31020045 39.90440000 -82.94630000 234.7 980056.89
31020548 38.33230000 -82.94590000 185.3 979963.52
31020015 39.60090000 -82.94490000 211.8 980038.95
31020045 40.01930000 -82.94360000 247.8 980070.84
31020045 39.93310000 -82.94240000 235.6 980062.35
31020015 39.40630000 -82.94160000 222.5 980013.70
31020747 41.29220000 -82.94120000 225.8 980183.10
31020548 38.58360000 -82.94030000 174.9 979990.13
31020015 41.51390000 -82.93990000 176.2 980212.61
31020048 41.09660000 -82.93990000 291.3 980153.70
31020552 39.84440000 -82.93990000 225.7 980049.54
31020015 41.10960000 -82.93830000 285.2 980156.03
31020015 41.21180000 -82.93830000 247.4 980172.26
31020041 38.32990000 -82.93830000 182.0 979964.73
31020045 39.94810000 -82.93780000 231.3 980065.12
31020045 39.96860000 -82.93760000 241.4 980065.23
31020015 40.12460000 -82.93680000 262.0 980076.68
31020747 41.26300000 -82.93680000 238.9 980178.62
31020747 41.24130000 -82.93680000 241.4 980176.44
31020548 38.50090000 -82.93630000 277.0 979962.09
31020548 38.36540000 -82.93560000 176.4 979968.33
31020045 40.03990000 -82.93540000 240.8 980073.53
31020566 40.28860000 -82.93510000 296.9 980088.72
31020548 38.39210000 -82.93390000 175.5 979970.33
31020015 39.53660000 -82.93330000 221.6 980028.89
31020548 38.42540000 -82.93230000 185.3 979971.14
31020548 38.63710000 -82.93180000 169.4 979994.58
31020045 39.95680000 -82.93160000 239.0 980063.42
31020045 39.91830000 -82.93110000 229.2 980059.22
31020045 39.88980000 -82.92990000 232.0 980052.91
31020045 39.90580000 -82.92910000 235.9 980055.14
31020747 41.08100000 -82.92870000 287.1 980154.66
31020045 39.93060000 -82.92680000 232.0 980061.04
31020045 39.99790000 -82.92680000 250.2 980065.51
31020548 38.47780000 -82.92640000 191.7 979976.41
31020552 40.10960000 -82.92540000 258.6 980076.00
31020552 40.18210000 -82.92540000 292.8 980076.12
