# BGI DATA EXTRACTION
# REQUEST : latitude =38.30000000/41.80000000  longitude =-84.90000000/-80.50000000  country=102
# source	lat(deg)	long(deg)	alt(m) 	g(mgal)
31020740 39.08350000 -83.29670000 213.0 980021.66
31020548 38.48910000 -83.29660000 219.7 979964.84
31020566 39.56110000 -83.29630000 267.9 980086.50
31020740 39.07430000 -83.29600000 217.9 980019.20
31020566 39.54990000 -83.29590000 268.2 980084.33
31020757 39.40670000 -83.29500000 306.9 980035.60
31020740 39.22080000 -83.29500000 225.2 980031.24
31020015 39.22110000 -83.29490000 225.2 980030.36
31020740 39.07850000 -83.29470000 220.6 980019.13
31020548 38.36080000 -83.29380000 256.9 979945.34
31020747 41.23230000 -83.29380000 222.1 980206.19
31020740 39.20180000 -83.29380000 234.0 980025.71
31020015 41.34080000 -83.29330000 213.2 980196.69
31020566 40.65860000 -83.29330000 272.8 980113.31
31020747 41.34130000 -83.29330000 213.0 980196.74
31020757 39.60820000 -83.29320000 270.0 980090.20
31020747 41.02150000 -83.29170000 260.2 980151.97
31020566 39.91980000 -83.29030000 296.6 980097.35
31020740 39.19430000 -83.29020000 241.0 980023.31
31020566 39.52140000 -83.29010000 261.2 980077.34
31020740 39.17850000 -83.29000000 292.3 980011.46
31020740 39.09970000 -83.29000000 206.3 980023.14
31020552 40.06660000 -83.28990000 290.7 980097.44
31020548 38.42130000 -83.28930000 210.3 979961.15
31020566 40.75960000 -83.28860000 271.3 980128.76
31020015 39.83830000 -83.28830000 300.4 980103.79
31020740 39.15420000 -83.28830000 277.3 980011.80
31020552 39.85290000 -83.28780000 300.1 980106.64
31020740 39.02770000 -83.28750000 383.1 979983.17
31020740 39.12930000 -83.28720000 217.0 980021.99
31020015 39.55060000 -83.28660000 265.6 980083.10
31020747 41.05050000 -83.28600000 249.9 980158.61
31020740 39.18770000 -83.28550000 260.2 980018.32
31020747 41.13480000 -83.28530000 235.0 980188.61
31020015 40.80040000 -83.28490000 265.9 980134.31
31020015 41.13040000 -83.28490000 233.7 980186.80
31020740 39.22170000 -83.28470000 225.8 980030.35
31020740 39.15080000 -83.28470000 249.9 980016.59
31020566 38.60660000 -83.28460000 165.5 979983.68
31020747 41.23930000 -83.28400000 221.8 980211.19
31020552 39.98830000 -83.28380000 288.8 980094.41
31020015 38.60680000 -83.28330000 160.0 979983.70
31020740 39.21300000 -83.28330000 231.6 980027.65
31020566 39.17190000 -83.28310000 288.6 980009.91
31020740 39.17170000 -83.28300000 288.6 980010.57
31020747 41.31180000 -83.28280000 212.1 980203.29
31020740 39.14380000 -83.28170000 239.8 980017.70
31020015 39.88910000 -83.28160000 298.8 980104.51
31020015 39.94410000 -83.28160000 285.9 980097.41
31020015 39.99830000 -83.28160000 281.5 980093.47
31020015 40.82740000 -83.28160000 262.3 980136.66
31020740 39.09630000 -83.28080000 195.9 980023.99
31020757 39.29000000 -83.28000000 269.7 980028.90
31020015 40.10430000 -83.27990000 285.0 980103.32
31020015 41.22260000 -83.27990000 221.0 980207.81
31020740 39.17970000 -83.27930000 297.1 980009.57
31020740 39.13020000 -83.27800000 225.5 980019.05
31020740 39.23930000 -83.27600000 222.8 980032.23
31020740 39.03680000 -83.27600000 256.6 980007.82
31020740 38.90420000 -83.27600000 201.7 980009.75
31020740 39.02000000 -83.27520000 372.1 979985.59
31020015 41.65360000 -83.27490000 175.6 980227.66
31020740 39.16720000 -83.27420000 352.0 979996.45
31020566 39.01830000 -83.27390000 376.4 979984.38
31020566 39.55160000 -83.27390000 264.9 980080.07
31020015 40.93060000 -83.27330000 249.0 980143.84
31020757 39.76500000 -83.27170000 276.1 980104.40
31020757 39.65170000 -83.27170000 256.3 980093.00
31020015 39.23180000 -83.27160000 220.8 980030.54
31020566 39.23110000 -83.27130000 221.9 980030.48
31020740 39.23080000 -83.27100000 221.8 980030.87
31020740 38.96920000 -83.27050000 208.1 980015.52
31020015 39.41890000 -83.26990000 296.5 980037.14
31020015 40.97830000 -83.26990000 240.7 980149.95
31020548 38.44560000 -83.26930000 197.5 979965.31
31020740 39.17830000 -83.26880000 387.0 979989.82
31020740 39.22020000 -83.26850000 229.2 980026.88
31020757 39.67670000 -83.26820000 265.7 980090.90
31020757 39.43820000 -83.26820000 289.8 980041.30
31020757 39.35500000 -83.26820000 293.8 980029.40
31020548 38.34130000 -83.26810000 256.6 979943.71
31020566 39.06490000 -83.26790000 224.0 980013.65
31020740 39.06470000 -83.26770000 224.0 980014.05
31020548 38.47740000 -83.26740000 189.2 979968.86
31020747 41.07970000 -83.26670000 242.6 980175.21
31020048 41.13160000 -83.26660000 237.4 980191.90
31020747 41.10220000 -83.26650000 239.8 980184.48
31020747 41.16650000 -83.26600000 230.4 980200.14
31020747 41.13800000 -83.26600000 233.4 980193.75
31020740 39.19720000 -83.26600000 382.5 979992.02
31020740 38.90830000 -83.26600000 195.3 980010.72
31020740 38.95830000 -83.26520000 199.9 980015.22
31020757 39.71820000 -83.26500000 275.5 980093.20
31020015 39.71990000 -83.26490000 276.6 980092.51
31020015 40.34460000 -83.26490000 287.4 980102.34
31020747 41.25330000 -83.26470000 218.8 980219.22
31020747 41.28250000 -83.26450000 213.0 980217.33
31020740 39.10130000 -83.26430000 192.6 980022.80
31020552 40.04290000 -83.26410000 282.7 980097.37
31020566 39.99810000 -83.26390000 281.0 980094.53
31020015 39.33940000 -83.26330000 322.4 980022.39
31020566 39.55890000 -83.26290000 262.7 980079.32
31020747 41.02170000 -83.26200000 256.0 980154.77
31020757 39.39170000 -83.26170000 286.8 980035.20
31020747 41.05050000 -83.26170000 248.4 980161.86
31020015 38.72760000 -83.26160000 306.0 979969.23
31020015 41.60340000 -83.26160000 177.1 980222.99
31020548 38.41460000 -83.26160000 211.2 979959.17
31020548 38.38460000 -83.26110000 221.8 979952.49
31020740 38.91000000 -83.26100000 191.4 980012.06
31020566 39.55390000 -83.26040000 259.1 980077.79
31020740 39.01330000 -83.26000000 377.0 979984.35
31020740 39.16800000 -83.25970000 299.3 980004.71
31020552 39.97360000 -83.25960000 277.9 980094.68
31020548 38.49760000 -83.25940000 181.0 979971.08
31020740 39.05130000 -83.25880000 373.6 979982.70
31020566 39.90230000 -83.25830000 283.5 980103.88
31020757 39.90170000 -83.25820000 283.4 980104.70
31020757 39.61670000 -83.25820000 265.1 980087.10
31020740 39.05470000 -83.25770000 367.5 979984.00
31020740 39.10020000 -83.25670000 195.6 980021.46
31020015 38.79380000 -83.25660000 234.7 979989.19
31020740 39.23020000 -83.25630000 218.2 980029.44
31020757 39.50500000 -83.25500000 252.9 980067.70
31020757 39.57820000 -83.25500000 260.6 980080.60
31020757 39.31500000 -83.25500000 263.6 980030.90
31020747 41.19620000 -83.25480000 224.3 980209.13
31020747 41.23930000 -83.25450000 217.3 980221.02
31020747 41.19150000 -83.25430000 220.3 980217.58
31020740 39.15020000 -83.25380000 244.7 980013.92
31020747 41.34130000 -83.25370000 202.6 980206.12
31020015 40.04080000 -83.25330000 274.0 980097.75
31020015 40.72490000 -83.25160000 269.4 980125.52
31020757 39.49820000 -83.25000000 249.6 980064.20
31020548 38.32030000 -83.24940000 288.9 979935.47
31020015 38.92230000 -83.24830000 187.5 980013.33
31020015 41.02890000 -83.24830000 254.7 980156.54
31020015 41.07980000 -83.24830000 242.0 980176.47
31020552 39.86040000 -83.24790000 291.3 980103.09
31020757 39.99670000 -83.24670000 277.0 980094.60
31020757 39.86000000 -83.24670000 291.0 980104.10
31020566 40.56560000 -83.24610000 279.5 980107.62
31020747 41.23930000 -83.24520000 215.7 980223.53
31020015 39.27640000 -83.24330000 234.3 980030.60
31020015 40.19060000 -83.24330000 294.6 980106.00
31020055 38.92160000 -83.24330000 187.1 980012.73
31020757 39.81170000 -83.24320000 284.3 980099.70
31020747 41.37030000 -83.24180000 197.5 980201.61
31020747 41.40100000 -83.24180000 192.9 980200.74
31020015 40.88560000 -83.24160000 251.5 980140.61
31020548 38.55410000 -83.24030000 174.3 979976.00
31020747 41.41380000 -83.24020000 191.1 980201.46
31020747 41.43280000 -83.24020000 189.5 980202.71
31020566 39.11630000 -83.23840000 385.6 979981.01
31020015 40.15630000 -83.23660000 304.6 980101.08
31020747 41.25280000 -83.23600000 214.8 980225.88
31020747 41.06520000 -83.23600000 244.4 980169.34
31020566 41.25280000 -83.23590000 214.9 980225.99
31020747 41.28220000 -83.23570000 210.6 980222.78
31020747 41.26750000 -83.23520000 214.2 980225.35
31020747 41.27920000 -83.23520000 211.5 980217.48
31020757 39.94670000 -83.23500000 271.5 980096.00
31020015 38.66260000 -83.23490000 219.9 979980.60
31020015 41.28880000 -83.23490000 209.9 980220.56
31020015 39.48530000 -83.23160000 253.8 980052.50
31020015 39.55030000 -83.23160000 263.0 980068.10
31020747 40.96370000 -83.23000000 240.1 980148.04
31020566 39.00330000 -83.22860000 368.2 979985.01
31020747 41.16680000 -83.22850000 224.9 980203.16
31020747 41.13800000 -83.22830000 228.9 980197.03
31020747 41.08700000 -83.22830000 237.4 980180.38
31020747 41.10170000 -83.22830000 235.3 980187.39
31020747 40.97820000 -83.22830000 242.0 980148.84
31020747 40.99280000 -83.22830000 236.5 980152.00
31020747 41.15270000 -83.22820000 226.1 980199.45
31020747 41.12350000 -83.22820000 234.3 980193.99
31020747 41.07980000 -83.22820000 237.7 980176.67
31020747 41.00780000 -83.22820000 254.5 980151.15
31020747 41.02170000 -83.22820000 253.5 980154.28
31020747 40.87650000 -83.22770000 249.9 980140.30
31020747 40.93450000 -83.22770000 247.1 980145.04
31020747 40.92030000 -83.22750000 251.4 980142.88
31020552 39.82440000 -83.22740000 290.4 980096.27
31020747 40.90600000 -83.22730000 250.5 980141.73
31020747 40.94920000 -83.22670000 243.5 980146.63
31020747 41.18130000 -83.22650000 221.2 980209.03
31020747 41.30420000 -83.22620000 207.2 980219.15
31020747 41.23970000 -83.22580000 217.9 980225.39
31020747 41.32600000 -83.22570000 204.2 980212.91
31020747 41.22520000 -83.22570000 220.9 980222.95
31020747 41.19600000 -83.22570000 220.0 980214.17
31020747 41.04330000 -83.22570000 250.5 980159.85
31020015 40.65010000 -83.22490000 277.2 980116.39
31020015 41.34130000 -83.22490000 203.3 980209.38
31020747 41.33470000 -83.22480000 202.9 980211.37
31020566 41.34140000 -83.22440000 203.0 980210.17
31020747 41.06500000 -83.22430000 242.6 980167.56
31020747 41.21050000 -83.22420000 219.7 980218.59
31020747 41.34750000 -83.22350000 201.7 980208.60
31020015 41.37710000 -83.22330000 205.1 980198.90
31020747 41.35600000 -83.22330000 201.7 980206.11
31020757 39.69320000 -83.22320000 271.8 980087.30
31020757 39.43500000 -83.22320000 232.5 980045.80
31020747 41.37050000 -83.22280000 197.8 980202.04
31020747 41.37770000 -83.22250000 204.5 980199.48
31020548 38.30760000 -83.22230000 336.8 979924.91
31020747 41.53100000 -83.22230000 183.7 980212.77
31020747 41.51650000 -83.22220000 183.4 980211.03
31020747 41.55150000 -83.22220000 181.0 980216.84
31020747 41.57470000 -83.22200000 178.0 980221.65
31020548 38.56560000 -83.22180000 171.6 979979.60
31020747 41.58970000 -83.22170000 177.3 980223.35
31020015 41.42040000 -83.22160000 189.3 980201.54
31020015 41.46560000 -83.22160000 183.2 980206.16
31020015 41.51610000 -83.22160000 182.9 980210.71
31020015 41.57480000 -83.22160000 178.3 980221.35
31020747 41.49130000 -83.22150000 182.5 980206.95
31020747 41.60380000 -83.22130000 176.1 980223.45
31020747 41.46530000 -83.22120000 184.0 980206.30
31020747 41.47270000 -83.22120000 184.0 980206.99
31020566 39.15830000 -83.22110000 228.3 980013.49
31020747 41.43770000 -83.22100000 186.2 980203.92
31020015 40.28230000 -83.21990000 284.4 980107.38
31020548 38.37110000 -83.21990000 288.3 979939.72
31020329 39.94830000 -83.21830000 281.9 980091.02
31020747 40.89100000 -83.21780000 251.7 980140.51
31020757 39.58170000 -83.21670000 262.4 980070.20
31020015 40.58410000 -83.21660000 278.7 980109.73
31020757 39.73500000 -83.21500000 276.7 980088.80
31020757 39.61820000 -83.21500000 242.0 980080.60
31020566 39.06860000 -83.21410000 358.1 979982.69
31020015 38.98790000 -83.21330000 363.9 979985.44
31020015 39.77460000 -83.21330000 279.3 980094.55
31020757 39.31670000 -83.21320000 237.1 980030.50
31020548 38.41130000 -83.21290000 256.0 979949.47
31020757 39.66170000 -83.21170000 266.3 980083.60
31020548 38.49490000 -83.21160000 209.3 979966.06
31020548 38.44610000 -83.21110000 337.4 979937.40
31020015 40.52930000 -83.20830000 280.7 980105.30
31020566 39.19940000 -83.20790000 396.2 979981.81
31020548 38.47710000 -83.20740000 229.5 979961.44
31020747 41.24020000 -83.20670000 212.1 980226.69
31020015 41.24710000 -83.20660000 211.5 980226.80
31020015 39.34830000 -83.20490000 274.1 980026.15
31020747 41.34180000 -83.20420000 199.9 980210.76
31020015 38.85510000 -83.20330000 178.5 980005.41
31020757 39.46670000 -83.20320000 262.4 980042.70
31020552 39.97410000 -83.20290000 284.9 980086.66
31020566 39.25190000 -83.20240000 221.9 980022.85
31020552 40.10540000 -83.20210000 287.0 980098.49
31020757 39.49820000 -83.20170000 265.1 980047.90
31020757 39.25170000 -83.20170000 221.8 980021.70
31020548 38.34560000 -83.20130000 312.4 979933.00
31020015 38.74480000 -83.19990000 233.0 979986.53
31020015 40.92710000 -83.19990000 255.4 980142.07
31020747 41.37070000 -83.19920000 196.9 980203.13
31020015 40.19590000 -83.19830000 295.0 980103.28
31020552 39.89580000 -83.19830000 281.8 980097.91
31020747 41.28330000 -83.19770000 206.0 980223.28
31020757 39.70500000 -83.19670000 268.5 980084.50
31020552 40.07460000 -83.19660000 288.5 980094.80
31020552 40.03460000 -83.19460000 287.9 980088.88
31020747 41.01530000 -83.19450000 240.4 980155.53
31020548 38.37660000 -83.19380000 346.8 979929.15
31020757 39.94820000 -83.19320000 280.1 980089.20
31020747 41.22000000 -83.19180000 215.4 980213.95
31020757 39.84820000 -83.19170000 247.1 980102.70
31020747 41.30580000 -83.19150000 204.2 980220.20
31020552 39.84940000 -83.19040000 247.4 980101.47
31020747 41.05100000 -83.19000000 242.6 980160.77
31020747 41.09220000 -83.19000000 236.8 980176.68
31020747 41.13850000 -83.18970000 230.7 980192.76
31020566 40.86210000 -83.18910000 235.3 980143.28
31020747 41.16750000 -83.18880000 223.7 980202.53
31020041 38.44160000 -83.18830000 263.3 979950.26
31020747 41.25930000 -83.18800000 206.0 980225.37
31020548 38.57580000 -83.18790000 170.3 979983.33
31020747 41.22570000 -83.18700000 212.4 980221.52
31020747 41.23930000 -83.18530000 210.6 980223.82
31020757 39.64500000 -83.18500000 257.8 980075.10
31020015 39.90180000 -83.18490000 279.5 980094.32
31020548 38.32130000 -83.18490000 321.2 979929.84
31020566 41.51640000 -83.18340000 181.1 980211.30
31020015 39.42140000 -83.18330000 237.1 980041.33
31020747 41.39280000 -83.18330000 190.8 980203.06
31020757 39.38320000 -83.18320000 228.9 980037.40
31020566 41.60310000 -83.18260000 176.5 980222.34
31020566 39.34630000 -83.18230000 317.6 980014.78
31020548 38.46510000 -83.18040000 335.2 979941.67
31020548 38.60440000 -83.18040000 166.1 979988.17
31020548 38.41760000 -83.17940000 231.3 979955.11
31020552 39.92830000 -83.17860000 278.2 980090.58
31020015 40.03290000 -83.17830000 285.9 980088.42
31020757 39.83820000 -83.17820000 245.0 980103.20
31020747 41.32820000 -83.17780000 199.9 980212.21
31020747 41.11480000 -83.17620000 231.0 980185.45
31020566 39.10880000 -83.17540000 186.8 980017.66
31020015 39.17290000 -83.17490000 232.9 980009.85
31020015 41.11440000 -83.17490000 231.1 980184.40
31020548 38.30040000 -83.17410000 231.5 979946.95
31020566 41.42910000 -83.17360000 183.2 980203.83
31020015 41.06630000 -83.17330000 239.6 980163.00
31020747 41.34220000 -83.17320000 196.9 980208.21
31020548 38.55230000 -83.17260000 187.4 979977.96
31020015 39.81330000 -83.17160000 245.7 980101.90
31020548 38.39440000 -83.17160000 229.2 979953.68
31020757 39.85000000 -83.17000000 253.2 980097.40
31020757 39.82170000 -83.17000000 242.3 980104.60
31020015 40.45110000 -83.16990000 277.4 980101.90
31020015 41.01460000 -83.16990000 253.7 980152.25
31020048 41.11490000 -83.16990000 233.1 980184.10
31020548 38.36910000 -83.16910000 331.6 979931.34
31020015 39.23110000 -83.16830000 225.9 980014.07
31020015 40.30660000 -83.16830000 268.2 980109.60
31020015 40.38430000 -83.16830000 274.2 980104.68
31020015 40.95840000 -83.16830000 246.6 980148.24
31020015 41.16760000 -83.16830000 221.9 980202.98
31020015 41.21040000 -83.16830000 213.2 980215.86
31020015 41.23690000 -83.16830000 210.9 980220.68
31020747 41.24020000 -83.16820000 210.3 980221.92
31020757 39.26320000 -83.16670000 210.9 980020.00
31020015 41.11490000 -83.16660000 232.9 980183.62
31020548 38.43260000 -83.16610000 237.7 979955.86
31020747 41.35750000 -83.16530000 192.6 980205.49
31020757 39.44670000 -83.16500000 235.6 980041.20
31020552 40.14690000 -83.16490000 298.3 980097.29
31020757 39.91320000 -83.16320000 275.5 980088.90
31020548 38.52980000 -83.16210000 201.7 979973.93
31020747 41.04880000 -83.16180000 244.7 980158.60
31020015 39.09980000 -83.16160000 183.0 980018.30
31020747 41.01480000 -83.16120000 252.3 980152.72
31020552 39.93160000 -83.15940000 276.6 980085.36
31020552 39.84860000 -83.15880000 262.3 980093.06
31020566 39.01490000 -83.15840000 325.2 979989.78
31020015 39.73080000 -83.15830000 257.7 980077.44
31020747 41.26120000 -83.15830000 205.4 980218.41
31020757 39.87320000 -83.15820000 270.0 980086.90
31020548 38.34060000 -83.15760000 284.3 979939.69
31020747 41.30800000 -83.15700000 196.2 980214.43
31020015 39.46860000 -83.15660000 235.3 980043.20
31020548 38.48060000 -83.15560000 242.0 979962.61
31020015 39.01510000 -83.15490000 324.9 979989.49
31020552 39.89110000 -83.15460000 271.8 980084.87
31020747 41.28100000 -83.15430000 201.1 980215.61
31020747 41.08050000 -83.15330000 242.6 980165.93
31020757 39.84500000 -83.15320000 265.1 980092.00
31020757 39.50670000 -83.15320000 235.0 980048.30
31020757 39.32670000 -83.15320000 327.6 980003.10
31020015 40.24560000 -83.15160000 260.9 980107.33
31020015 40.38380000 -83.15160000 286.0 980103.57
31020015 40.52040000 -83.15160000 294.1 980106.50
31020747 41.23300000 -83.15030000 210.0 980217.06
31020747 41.10970000 -83.15020000 238.9 980179.29
31020548 38.61390000 -83.14980000 178.0 979989.98
31020552 40.05910000 -83.14740000 277.9 980092.27
31020566 39.29190000 -83.14740000 208.2 980022.53
31020747 41.14050000 -83.14680000 228.9 980194.65
31020757 39.29170000 -83.14670000 207.8 980021.30
31020015 39.96140000 -83.14660000 284.5 980079.90
31020747 41.19770000 -83.14630000 213.9 980214.30
31020747 41.23920000 -83.14620000 205.1 980216.89
31020552 39.97490000 -83.14580000 283.6 980080.84
31020757 39.81670000 -83.14500000 263.3 980088.50
31020757 39.37000000 -83.14500000 218.2 980030.70
31020552 39.80210000 -83.14130000 258.6 980083.87
31020747 41.16750000 -83.14000000 223.7 980205.32
31020548 38.31180000 -83.13990000 256.0 979943.68
31020548 38.40180000 -83.13760000 317.9 979939.70
31020757 39.82820000 -83.13670000 267.9 980085.10
31020747 41.37080000 -83.13670000 191.4 980205.77
31020552 40.01790000 -83.13580000 277.6 980086.72
31020747 41.40000000 -83.13580000 184.4 980204.67
31020015 40.45080000 -83.13490000 291.4 980105.50
31020548 38.59580000 -83.13490000 174.9 979987.87
31020548 38.53230000 -83.13380000 345.0 979946.31
31020015 38.82090000 -83.13330000 219.5 979996.63
31020015 39.52280000 -83.13330000 238.2 980046.62
31020388 41.34330000 -83.13330000 182.3 980208.49
31020552 40.15410000 -83.13280000 271.4 980101.06
31020747 41.28180000 -83.13180000 203.3 980209.16
31020747 41.02280000 -83.13180000 249.3 980153.45
31020015 40.80410000 -83.13160000 284.6 980131.79
31020747 41.24020000 -83.13020000 208.1 980211.61
31020747 41.31250000 -83.13000000 199.6 980206.71
31020015 41.29780000 -83.12990000 202.3 980207.95
31020566 39.78030000 -83.12960000 234.1 980079.84
31020747 41.34200000 -83.12950000 192.9 980204.78
31020566 38.95330000 -83.12880000 247.5 980001.94
31020015 39.04880000 -83.12830000 282.4 979996.99
31020757 39.84320000 -83.12820000 269.7 980080.50
31020757 39.40500000 -83.12820000 297.1 980016.50
31020548 38.43160000 -83.12740000 210.9 979964.59
31020757 39.48670000 -83.12670000 221.2 980043.50
31020757 39.30820000 -83.12670000 204.8 980021.80
31020548 38.38040000 -83.12660000 258.1 979950.05
31020015 40.32010000 -83.12490000 293.2 980102.20
31020548 38.46780000 -83.12490000 218.5 979967.79
31020566 39.44680000 -83.12430000 248.4 980031.02
31020747 41.13880000 -83.12370000 232.8 980191.53
31020548 38.63360000 -83.12290000 163.9 979994.94
31020015 40.61530000 -83.12240000 292.0 980114.35
31020548 38.55110000 -83.12240000 226.1 979974.08
31020757 39.80000000 -83.12170000 261.5 980074.20
31020041 38.42990000 -83.12160000 205.4 979965.00
31020548 38.57990000 -83.12110000 195.9 979983.72
31020757 39.44320000 -83.12000000 250.2 980028.50
31020757 39.25500000 -83.12000000 217.3 980013.00
31020015 39.58290000 -83.11990000 234.8 980055.25
31020015 39.65610000 -83.11990000 239.6 980058.26
31020747 41.25630000 -83.11850000 206.3 980210.07
31020015 40.38840000 -83.11830000 294.3 980103.30
31020015 41.34690000 -83.11830000 193.0 980205.68
31020747 41.19350000 -83.11730000 207.8 980211.28
31020757 39.93820000 -83.11670000 265.7 980080.60
31020757 39.36000000 -83.11670000 214.8 980025.60
31020566 39.38630000 -83.11610000 252.4 980022.06
31020757 39.60000000 -83.11500000 237.1 980053.30
31020015 39.69660000 -83.11490000 227.2 980062.64
31020548 38.50390000 -83.11480000 227.9 979969.70
31020045 39.93710000 -83.11380000 259.1 980080.50
31020757 39.69320000 -83.11320000 227.0 980063.10
31020548 38.33580000 -83.11280000 281.3 979941.82
31020747 41.05150000 -83.11280000 255.7 980156.07
31020747 41.08050000 -83.11250000 249.3 980162.51
31020552 39.85990000 -83.11240000 267.5 980073.57
31020747 41.21120000 -83.11230000 215.4 980209.32
31020747 41.10980000 -83.11220000 243.8 980171.87
31020747 41.24030000 -83.11180000 208.1 980206.98
31020566 38.86480000 -83.11060000 220.7 979999.27
31020045 39.95380000 -83.11040000 265.8 980081.29
31020045 40.02660000 -83.10960000 262.7 980088.40
31020548 38.60790000 -83.10930000 183.1 979989.07
31020552 40.21660000 -83.10880000 286.1 980098.20
31020045 39.88110000 -83.10830000 265.8 980073.88
31020045 39.89990000 -83.10830000 265.2 980075.43
31020045 39.91490000 -83.10790000 265.2 980076.50
31020566 39.83910000 -83.10690000 293.8 980073.32
31020015 41.39840000 -83.10660000 182.3 980204.60
31020747 41.32130000 -83.10620000 194.1 980202.79
31020747 41.29920000 -83.10580000 202.0 980201.78
31020045 39.98480000 -83.10540000 259.1 980085.91
31020747 41.33470000 -83.10500000 192.9 980204.14
31020045 40.00430000 -83.10480000 259.4 980086.42
31020548 38.65960000 -83.10410000 160.6 979996.40
31020566 39.58380000 -83.10410000 290.2 980041.59
31020015 40.03590000 -83.10330000 247.2 980093.13
31020548 38.30340000 -83.10330000 249.3 979945.59
31020747 41.16780000 -83.10330000 231.6 980198.99
31020757 39.71320000 -83.10320000 248.7 980056.80
31020757 39.73170000 -83.10320000 250.5 980060.20
31020757 39.55320000 -83.10320000 230.4 980049.50
31020757 39.84170000 -83.10170000 261.5 980071.30
31020548 38.36090000 -83.10040000 289.8 979942.21
31020757 39.82820000 -83.10000000 258.1 980069.30
31020757 39.51820000 -83.10000000 227.3 980040.60
31020045 39.94110000 -83.09990000 260.6 980079.90
31020757 39.46670000 -83.09820000 225.5 980035.60
31020048 41.11990000 -83.09660000 249.2 980171.40
31020045 40.02810000 -83.09540000 236.2 980092.40
31020757 39.33170000 -83.09500000 205.1 980020.30
31020552 39.88160000 -83.09410000 258.7 980072.69
31020045 39.90660000 -83.09380000 259.1 980075.40
31020747 41.24100000 -83.09350000 210.0 980202.39
31020015 40.87710000 -83.09330000 291.0 980132.73
31020015 40.94990000 -83.09330000 285.8 980139.31
31020015 41.16840000 -83.09330000 237.1 980195.24
31020747 41.19720000 -83.09330000 223.7 980204.50
31020045 39.96410000 -83.09310000 253.6 980083.40
31020566 39.33410000 -83.09310000 212.8 980019.26
31020566 39.13690000 -83.09240000 205.4 980013.35
31020548 38.42430000 -83.09230000 199.9 979966.59
31020045 40.00310000 -83.09140000 243.5 980087.12
31020045 39.95490000 -83.09110000 254.8 980081.88
31020552 39.95380000 -83.09110000 255.0 980082.08
31020747 41.27120000 -83.09100000 205.4 980199.08
31020552 40.11410000 -83.09040000 275.7 980093.06
31020045 39.92910000 -83.09030000 250.5 980079.60
31020566 39.17830000 -83.08980000 266.1 980000.27
31020552 40.13280000 -83.08960000 288.5 980091.51
31020548 38.39790000 -83.08930000 240.1 979955.94
31020045 39.88080000 -83.08880000 256.6 980071.90
31020548 38.46380000 -83.08880000 199.3 979971.69
31020552 40.15490000 -83.08860000 279.4 980094.75
31020045 39.98390000 -83.08830000 243.5 980086.53
31020552 39.85210000 -83.08830000 255.9 980068.97
31020757 39.82670000 -83.08820000 255.4 980067.70
31020757 39.85170000 -83.08820000 255.4 980069.30
31020566 39.22710000 -83.08780000 325.5 979988.97
31020045 39.91540000 -83.08740000 249.9 980077.48
31020757 39.99320000 -83.08500000 244.4 980088.10
31020045 40.02810000 -83.08380000 256.3 980088.30
31020045 39.94190000 -83.08330000 249.9 980080.16
31020757 39.42820000 -83.08170000 277.0 980016.70
31020045 39.96230000 -83.08090000 247.5 980083.07
31020757 39.69000000 -83.08000000 239.8 980048.60
31020045 39.91660000 -83.07940000 237.7 980078.31
31020548 38.51660000 -83.07910000 223.7 979972.79
31020045 39.92530000 -83.07880000 246.9 980077.07
31020045 40.00810000 -83.07830000 249.9 980085.50
31020757 39.72670000 -83.07820000 245.0 980052.50
31020757 39.36170000 -83.07670000 211.2 980020.20
31020757 39.38000000 -83.07670000 238.3 980017.20
31020015 39.25490000 -83.07660000 318.5 979991.47
31020045 39.98640000 -83.07610000 238.7 980086.10
31020015 40.44990000 -83.07490000 287.4 980110.45
31020747 41.21250000 -83.07430000 223.4 980199.26
31020747 41.16950000 -83.07430000 241.7 980186.96
31020747 41.13880000 -83.07430000 244.7 980175.50
31020747 41.02270000 -83.07420000 271.5 980149.80
31020548 38.34090000 -83.07390000 249.9 979949.22
31020747 41.24200000 -83.07380000 212.4 980196.50
31020747 41.10970000 -83.07380000 256.0 980164.56
31020747 41.06070000 -83.07380000 270.9 980153.40
31020015 40.07490000 -83.07330000 274.6 980087.12
31020015 40.70230000 -83.07330000 294.7 980121.78
31020757 39.83820000 -83.07320000 247.1 980066.10
31020757 39.81820000 -83.07320000 246.2 980064.20
31020757 39.85500000 -83.07170000 247.1 980067.10
31020015 39.77710000 -83.07160000 246.3 980056.40
31020548 38.44840000 -83.07160000 192.6 979971.69
31020747 41.32100000 -83.07030000 194.1 980199.45
31020757 39.49820000 -83.07000000 215.4 980036.80
31020045 39.88110000 -83.06940000 248.4 980070.04
31020045 40.02840000 -83.06930000 259.7 980084.28
31020548 38.31080000 -83.06930000 220.6 979952.62
31020747 41.36570000 -83.06920000 188.0 980205.98
31020747 41.34150000 -83.06920000 190.5 980202.01
31020548 38.36910000 -83.06910000 246.8 979952.16
31020566 39.07960000 -83.06880000 290.8 979995.73
31020747 41.40320000 -83.06850000 178.9 980205.27
31020015 40.30360000 -83.06830000 273.4 980101.87
31020757 39.62000000 -83.06820000 228.9 980046.50
31020548 38.65340000 -83.06810000 184.0 979992.35
31020045 39.95610000 -83.06790000 237.7 980081.80
31020566 41.55160000 -83.06760000 176.5 980217.64
